id,"name","district_id",type
610,"कुसे गाउँपालिका","63",0
611,"जुनीचाँदे गाउँपालिका","63",0
612,"शिवालय गाउँपालिका","63",0
613,"ठुली भेरी नगरपालिका","64",1
614,"त्रिपुरासुन्दरी नगरपालिका","64",1
615,"डोल्पो बुद्ध गाउँपालिका","64",0
616,"शे फोक्सुन्डो गाउँपालिका","64",0
617,"जगदुल्ला गाउँपालिका","64",0
618,"मुड्केचुला गाउँपालिका","64",0
619,"काईके गाउँपालिका","64",0
620,"छार्का ताङसोङ गाउँपालिका","64",0
621,"चन्दननाथ नगरपालिका","65",1
622,"कनकासुन्दरी गाउँपालिका","65",0
623,"सिंजा गाउँपालिका","65",0
624,"हिमा गाउँपालिका","65",0
625,"तिला गाउँपालिका","65",0
626,"गुठिचौर गाउँपालिका","65",0
627,"तातोपानी गाउँपालिका","65",0
628,"पातारासी गाउँपालिका","65",0
629,"खाँडाचक्र नगरपालिका","66",1
630,"रास्कोट नगरपालिका","66",1
631,"तिलागुफा नगरपालिका","66",1
632,"पचालझरना गाउँपालिका","66",0
633,"सान्नी त्रिवेणी गाउँपालिका","66",0
634,"नरहरिनाथ गाउँपालिका","66",0
635,"महावै गाउँपालिका","66",0
636,"पलाता गाउँपालिका","66",0
637,"छायाँनाथ रारा नगरपालिका","67",1
638,"मुगुम कार्मारोंग गाउँपालिका","67",0
639,"सोरु गाउँपालिका","67",0
640,"खत्याड गाउँपालिका","67",0
641,"सिमकोट गाउँपालिका","68",0
642,"नाम्खा गाउँपालिका","68",0
643,"खार्पुनाथ गाउँपालिका","68",0
644,"सर्केगाड गाउँपालिका","68",0
645,"चंखेली गाउँपालिका","68",0
646,"अदानचुली गाउँपालिका","68",0
647,"ताँजाकोट गाउँपालिका","68",0
648,"बडीमालिका नगरपालिका","69",1
649,"त्रिवेणी नगरपालिका","69",1
650,"बुढीगंगा नगरपालिका","69",1
651,"बुढीनन्दा नगरपालिका","69",1
652,"गौमुल गाउँपालिका","69",0
653,"पाण्डव गुफा गाउँपालिका","69",0
654,"स्वामीकार्तिक गाउँपालिका","69",0
655,"छेडेदह गाउँपालिका","69",0
656,"हिमाली गाउँपालिका","69",0
657,"जयपृथ्वी नगरपालिका","70",1
658,"बुंगल नगरपालिका","70",1
659,"तलकोट गाउँपालिका","70",0
660,"मष्टा गाउँपालिका","70",0
661,"खप्तडछान्ना गाउँपालिका","70",0
662,"थलारा गाउँपालिका","70",0
663,"वित्थडचिर गाउँपालिका","70",0
664,"सूर्मा गाउँपालिका","70",0
665,"छबिसपाथिभेरा गाउँपालिका","70",0
666,"दुर्गाथली गाउँपालिका","70",0
667,"केदारस्युँ गाउँपालिका","70",0
668,"काँडा गाउँपालिका","70",0
669,"मंगलसेन नगरपालिका","71",1
670,"कमलबजार नगरपालिका","71",1
671,"साँफेबगर नगरपालिका","71",1
672,"पन्चदेवल विनायक नगरपालिका","71",1
673,"चौरपाटी गाउँपालिका","71",0
674,"मेल्लेख गाउँपालिका","71",0
675,"बान्निगढी जयगढ गाउँपालिका","71",0
676,"रामारोशन गाउँपालिका","71",0
677,"ढकारी गाउँपालिका","71",0
678,"तुर्माखाँद गाउँपालिका","71",0
679,"दिपायल सिलगढी नगरपालिका","72",1
680,"शिखर नगरपालिका","72",1
681,"पूर्वीचौकी गाउँपालिका","72",0
682,"बडीकेदार गाउँपालिका","72",0
683,"जोरायल गाउँपालिका","72",0
684,"सायल गाउँपालिका","72",0
685,"आदर्श गाउँपालिका","72",0
686,"के.आई.सिं. गाउँपालिका","72",0
687,"बोगटान गाउँपालिका","72",0
688,"धनगढी उपमहानगरपालिका","73",2
689,"टिकापुर नगरपालिका","73",1
690,"घोडाघोडी नगरपालिका","73",1
691,"लम्कीचुहा नगरपालिका","73",1
692,"भजनी नगरपालिका","73",1
693,"गौरीगंगा नगरपालिका","73",1
694,"बर्दगोरिया गाउँपालिका","73",0
695,"मोहन्याल गाउँपालिका","73",0
696,"कैलारी गाउँपालिका","73",0
697,"जोशीपुर गाउँपालिका","73",0
698,"चुरे गाउँपालिका","73",0
699,"भीमदत्त नगरपालिका","74",1
700,"पुर्नवास नगरपालिका","74",1
701,"वेदकोट नगरपालिका","74",1
702,"महाकाली नगरपालिका","74",1
703,"शुक्लाफाँटा नगरपालिका","74",1
704,"बेलौरी नगरपालिका","74",1
705,"कृष्णपुर नगरपालिका","74",1
706,"बेलडाडी गाउँपालिका","74",0
707,"लालझाडी गाउँपालिका","74",0
708,"अमरगढी नगरपालिका","75",1
709,"परशुराम नगरपालिका","75",1
710,"आलिताल गाउँपालिका","75",0
711,"भागेश्वर गाउँपालिका","75",0
712,"नवदुर्गा गाउँपालिका","75",0
713,"अजयमेरु गाउँपालिका","75",0
714,"गन्यापधुरा गाउँपालिका","75",0
715,"दशरथचन्द नगरपालिका","76",1
716,"पाटन नगरपालिका","76",1
717,"मेलौली नगरपालिका","76",1
718,"पुर्चौडी नगरपालिका","76",1
719,"सुर्नया गाउँपालिका","76",0
720,"सिगास गाउँपालिका","76",0
721,"शिवनाथ गाउँपालिका","76",0
722,"पञ्चेश्वर गाउँपालिका","76",0
723,"दोगडाकेदार गाउँपालिका","76",0
724,"डीलासैनी गाउँपालिका","76",0
725,"शैल्यशिखर नगरपालिका","77",1
726,"मालिकार्जुन गाउँपालिका","77",0
727,"अपिहिमाल गाउँपालिका","77",0
728,"दुहुँ गाउँपालिका","77",0
729,"नौगाड गाउँपालिका","77",0
730,"मार्मा गाउँपालिका","77",0
731,"लेकम गाउँपालिका","77",0
732,"ब्याँस गाउँपालिका","77",0
